sentence1	sentence2	heuristic	gold_label	data	
Als de mannen verlaten , schoppen de boa's 	De mannen verlaten 	NEUTRAL	constituent	TEST
Als de hardlopers schoppen , tekenen de jongvolwassenen 	De hardlopers schoppen 	NEUTRAL	constituent	TEST
Als de leerlingen verlaten , worstelen de hardlopers 	De leerlingen verlaten 	NEUTRAL	constituent	TEST
Als de vrouwen schoppen , ontwijken de studenten 	De vrouwen schoppen 	NEUTRAL	constituent	TEST
Als de motorrijders verpletteren , trouwen de fotografen 	De motorrijders verpletteren 	NEUTRAL	constituent	TEST
Als de leerlingen studeren , trekken de vrouwen 	De leerlingen studeren 	NEUTRAL	constituent	TEST
Als de mannen snuffelen , verpletteren de vrouwen 	De mannen snuffelen 	NEUTRAL	constituent	TEST
Als de boa's schoppen , snuffelen de fotografen 	De boa's schoppen 	NEUTRAL	constituent	TEST
Als de jongvolwassenen snuffelen , telefoneren de klimmers 	De jongvolwassenen snuffelen 	NEUTRAL	constituent	TEST
Als de dochters zagen , telefoneren de boa's 	De dochters zagen 	NEUTRAL	constituent	TRAIL
Als de hardlopers redden , trouwen de motorrijders 	De hardlopers redden 	NEUTRAL	constituent	TRAIL
Als de dochters telefoneren , tekenen de studenten 	De dochters telefoneren 	NEUTRAL	constituent	TEST
Als de vrouwen dragen , trekken de studenten 	De vrouwen dragen 	NEUTRAL	constituent	TEST
Als de dochters duelleren , tekenen de jongvolwassenen 	De dochters duelleren 	NEUTRAL	constituent	TRAIL
Als de jongens knuffelen , vangen de dochters 	De jongens knuffelen 	NEUTRAL	constituent	TEST
Als de leerlingen tekenen , borstelen de vrouwen 	De leerlingen tekenen 	NEUTRAL	constituent	TRAIL
Als de studenten knuffelen , redden de motorrijders 	De studenten knuffelen 	NEUTRAL	constituent	TEST
Als de klimmers trouwen , leren de leerlingen 	De klimmers trouwen 	NEUTRAL	constituent	TRAIN
Als de fotografen tekenen , trekken de jongens 	De fotografen tekenen 	NEUTRAL	constituent	TEST
Als de boa's studeren , verlaten de jongens 	De boa's studeren 	NEUTRAL	constituent	TEST
Als de dochters trekken , redden de boa's 	De dochters trekken 	NEUTRAL	constituent	TEST
Als de mimespelers breken , verlaten de klimmers 	De mimespelers breken 	NEUTRAL	constituent	TEST
Als de studenten worstelen , schoppen de hardlopers 	De studenten worstelen 	NEUTRAL	constituent	TRAIL
Als de motorrijders trekken , snuffelen de vrouwen 	De motorrijders trekken 	NEUTRAL	constituent	TEST
Als de boa's ontwijken , trekken de studenten 	De boa's ontwijken 	NEUTRAL	constituent	TRAIL
Als de jongens telefoneren , zagen de fotografen 	De jongens telefoneren 	NEUTRAL	constituent	TEST
Als de boa's gooien , duelleren de fotografen 	De boa's gooien 	NEUTRAL	constituent	TEST
Als de mannen gooien , leren de motorrijders 	De mannen gooien 	NEUTRAL	constituent	TEST
Als de boa's trouwen , verlaten de studenten 	De boa's trouwen 	NEUTRAL	constituent	TEST
Als de boa's leren , trekken de studenten 	De boa's leren 	NEUTRAL	constituent	TEST
Als de jongvolwassenen voeren , verlaten de mannen 	De jongvolwassenen voeren 	NEUTRAL	constituent	TEST
Als de spelers voeren , tekenen de klimmers 	De spelers voeren 	NEUTRAL	constituent	TEST
Als de motorrijders snuffelen , knuffelen de soldaten 	De motorrijders snuffelen 	NEUTRAL	constituent	TRAIL
Als de fotografen trouwen , studeren de vrouwen 	De fotografen trouwen 	NEUTRAL	constituent	TEST
Als de fietsers leren , snuffelen de vrouwen 	De fietsers leren 	NEUTRAL	constituent	TEST
Als de soldaten telefoneren , borstelen de vrouwen 	De soldaten telefoneren 	NEUTRAL	constituent	TEST
Als de klimmers tekenen , worstelen de hardlopers 	De klimmers tekenen 	NEUTRAL	constituent	TEST
Als de spelers voeren , dragen de hardlopers 	De spelers voeren 	NEUTRAL	constituent	TEST
Als de boa's ontwijken , knuffelen de vrouwen 	De boa's ontwijken 	NEUTRAL	constituent	TEST
Als de spelers knuffelen , worstelen de studenten 	De spelers knuffelen 	NEUTRAL	constituent	TRAIN
Als de hardlopers voeren , zagen de dochters 	De hardlopers voeren 	NEUTRAL	constituent	TRAIL
Als de hardlopers verpletteren , leren de boa's 	De hardlopers verpletteren 	NEUTRAL	constituent	TEST
Als de klimmers breken , worstelen de mannen 	De klimmers breken 	NEUTRAL	constituent	TEST
Als de klimmers redden , gooien de vrouwen 	De klimmers redden 	NEUTRAL	constituent	TEST
Als de klimmers telefoneren , ontwijken de fotografen 	De klimmers telefoneren 	NEUTRAL	constituent	TEST
Als de motorrijders breken , voeren de boa's 	De motorrijders breken 	NEUTRAL	constituent	TEST
Als de hardlopers ontwijken , trekken de dochters 	De hardlopers ontwijken 	NEUTRAL	constituent	TEST
Als de dochters vangen , redden de spelers 	De dochters vangen 	NEUTRAL	constituent	TEST
Als de boa's telefoneren , duelleren de jongens 	De boa's telefoneren 	NEUTRAL	constituent	TEST
Als de mannen trekken , vangen de mimespelers 	De mannen trekken 	NEUTRAL	constituent	TEST
Als de soldaten dragen , voeren de hardlopers 	De soldaten dragen 	NEUTRAL	constituent	TEST
Als de studenten gooien , knuffelen de hardlopers 	De studenten gooien 	NEUTRAL	constituent	TEST
Als de motorrijders trekken , worstelen de jongens 	De motorrijders trekken 	NEUTRAL	constituent	TEST
Als de spelers trekken , zagen de dochters 	De spelers trekken 	NEUTRAL	constituent	TRAIL
Als de fotografen studeren , snuffelen de vrouwen 	De fotografen studeren 	NEUTRAL	constituent	TEST
Als de boa's vangen , borstelen de vrouwen 	De boa's vangen 	NEUTRAL	constituent	TEST
Als de mannen telefoneren , trouwen de vrouwen 	De mannen telefoneren 	NEUTRAL	constituent	TEST
Als de fietsers dragen , tekenen de mimespelers 	De fietsers dragen 	NEUTRAL	constituent	TEST
Als de studenten tekenen , dragen de soldaten 	De studenten tekenen 	NEUTRAL	constituent	TEST
Als de dochters duelleren , studeren de fotografen 	De dochters duelleren 	NEUTRAL	constituent	TRAIL
Als de vrouwen voeren , breken de fietsers 	De vrouwen voeren 	NEUTRAL	constituent	TEST
Als de jongvolwassenen snuffelen , duelleren de studenten 	De jongvolwassenen snuffelen 	NEUTRAL	constituent	TRAIL
Als de studenten voeren , gooien de fotografen 	De studenten voeren 	NEUTRAL	constituent	TEST
Als de boa's telefoneren , leren de mannen 	De boa's telefoneren 	NEUTRAL	constituent	TEST
Als de mimespelers vangen , ontwijken de boa's 	De mimespelers vangen 	NEUTRAL	constituent	TEST
Als de leerlingen borstelen , tekenen de spelers 	De leerlingen borstelen 	NEUTRAL	constituent	TRAIL
Als de fotografen telefoneren , trekken de fietsers 	De fotografen telefoneren 	NEUTRAL	constituent	TEST
Als de jongvolwassenen leren , worstelen de vrouwen 	De jongvolwassenen leren 	NEUTRAL	constituent	TEST
Als de leerlingen telefoneren , borstelen de vrouwen 	De leerlingen telefoneren 	NEUTRAL	constituent	TEST
Als de boa's breken , knuffelen de mannen 	De boa's breken 	NEUTRAL	constituent	TEST
Als de jongens telefoneren , verlaten de studenten 	De jongens telefoneren 	NEUTRAL	constituent	TEST
Als de mannen snuffelen , studeren de klimmers 	De mannen snuffelen 	NEUTRAL	constituent	TEST
Als de leerlingen telefoneren , trouwen de vrouwen 	De leerlingen telefoneren 	NEUTRAL	constituent	TRAIL
Als de soldaten tekenen , zagen de jongens 	De soldaten tekenen 	NEUTRAL	constituent	TEST
Als de klimmers breken , telefoneren de studenten 	De klimmers breken 	NEUTRAL	constituent	TEST
Als de klimmers voeren , dragen de studenten 	De klimmers voeren 	NEUTRAL	constituent	TEST
Als de jongens gooien , duelleren de leerlingen 	De jongens gooien 	NEUTRAL	constituent	TEST
Als de mannen borstelen , telefoneren de motorrijders 	De mannen borstelen 	NEUTRAL	constituent	TEST
Als de motorrijders breken , verpletteren de mannen 	De motorrijders breken 	NEUTRAL	constituent	TEST
Als de hardlopers knuffelen , redden de leerlingen 	De hardlopers knuffelen 	NEUTRAL	constituent	TEST
Als de motorrijders gooien , breken de jongvolwassenen 	De motorrijders gooien 	NEUTRAL	constituent	TEST
Als de hardlopers voeren , borstelen de boa's 	De hardlopers voeren 	NEUTRAL	constituent	TRAIN
Als de hardlopers worstelen , duelleren de jongvolwassenen 	De hardlopers worstelen 	NEUTRAL	constituent	TEST
Als de dochters leren , telefoneren de soldaten 	De dochters leren 	NEUTRAL	constituent	TEST
De klimmers dragen of de boa's knuffelen 	De boa's knuffelen 	NEUTRAL	constituent	TEST
De motorrijders dragen of de vrouwen knuffelen 	De motorrijders dragen 	NEUTRAL	constituent	TEST
De leerlingen trekken of de fietsers ontwijken 	De leerlingen trekken 	NEUTRAL	constituent	TEST
De hardlopers ontwijken of de boa's verlaten 	De boa's verlaten 	NEUTRAL	constituent	TEST
De jongens verlaten of de fotografen duelleren 	De fotografen duelleren 	NEUTRAL	constituent	TEST
De mannen voeren of de motorrijders gooien 	De motorrijders gooien 	NEUTRAL	constituent	TRAIN
De klimmers breken of de studenten borstelen 	De klimmers breken 	NEUTRAL	constituent	TEST
De hardlopers schoppen of de vrouwen snuffelen 	De hardlopers schoppen 	NEUTRAL	constituent	TEST
De jongens dragen of de fotografen studeren 	De jongens dragen 	NEUTRAL	constituent	TEST
De jongvolwassenen verlaten of de jongens trekken 	De jongens trekken 	NEUTRAL	constituent	TEST
De spelers redden of de leerlingen voeren 	De leerlingen voeren 	NEUTRAL	constituent	TEST
De soldaten leren of de leerlingen verlaten 	De leerlingen verlaten 	NEUTRAL	constituent	TEST
De motorrijders voeren of de klimmers schoppen 	De motorrijders voeren 	NEUTRAL	constituent	TEST
De soldaten ontwijken of de motorrijders borstelen 	De motorrijders borstelen 	NEUTRAL	constituent	TEST
De boa's tekenen of de dochters voeren 	De boa's tekenen 	NEUTRAL	constituent	TEST
De klimmers worstelen of de spelers snuffelen 	De klimmers worstelen 	NEUTRAL	constituent	TEST
De jongens dragen of de leerlingen gooien 	De leerlingen gooien 	NEUTRAL	constituent	TRAIN
De mimespelers trekken of de dochters verpletteren 	De mimespelers trekken 	NEUTRAL	constituent	TEST
De spelers dragen of de fotografen tekenen 	De spelers dragen 	NEUTRAL	constituent	TRAIN
De motorrijders verlaten of de mannen zagen 	De mannen zagen 	NEUTRAL	constituent	TEST
De jongens studeren of de vrouwen voeren 	De vrouwen voeren 	NEUTRAL	constituent	TRAIL
De leerlingen studeren of de dochters verlaten 	De leerlingen studeren 	NEUTRAL	constituent	TRAIN
De studenten borstelen of de klimmers redden 	De klimmers redden 	NEUTRAL	constituent	TEST
De fotografen schoppen of de jongvolwassenen dragen 	De jongvolwassenen dragen 	NEUTRAL	constituent	TEST
De boa's telefoneren of de fietsers snuffelen 	De fietsers snuffelen 	NEUTRAL	constituent	TEST
De motorrijders snuffelen of de boa's gooien 	De boa's gooien 	NEUTRAL	constituent	TEST
De klimmers knuffelen of de jongens zagen 	De jongens zagen 	NEUTRAL	constituent	TRAIL
De vrouwen gooien of de klimmers knuffelen 	De klimmers knuffelen 	NEUTRAL	constituent	TEST
De soldaten gooien of de vrouwen schoppen 	De soldaten gooien 	NEUTRAL	constituent	TEST
De vrouwen vangen of de studenten trouwen 	De studenten trouwen 	NEUTRAL	constituent	TEST
De spelers worstelen of de mimespelers ontwijken 	De mimespelers ontwijken 	NEUTRAL	constituent	TEST
De dochters zagen of de vrouwen worstelen 	De vrouwen worstelen 	NEUTRAL	constituent	TEST
De spelers verlaten of de fotografen redden 	De spelers verlaten 	NEUTRAL	constituent	TRAIN
De klimmers breken of de spelers telefoneren 	De spelers telefoneren 	NEUTRAL	constituent	TEST
De soldaten leren of de jongvolwassenen verlaten 	De soldaten leren 	NEUTRAL	constituent	TEST
De mannen verlaten of de mimespelers gooien 	De mimespelers gooien 	NEUTRAL	constituent	TEST
De mannen trouwen of de spelers voeren 	De mannen trouwen 	NEUTRAL	constituent	TEST
De boa's duelleren of de spelers dragen 	De spelers dragen 	NEUTRAL	constituent	TEST
De jongens leren of de studenten tekenen 	De jongens leren 	NEUTRAL	constituent	TEST
De vrouwen worstelen of de hardlopers verpletteren 	De hardlopers verpletteren 	NEUTRAL	constituent	TEST
De leerlingen tekenen of de hardlopers breken 	De leerlingen tekenen 	NEUTRAL	constituent	TEST
De vrouwen ontwijken of de fotografen redden 	De vrouwen ontwijken 	NEUTRAL	constituent	TEST
De klimmers dragen of de boa's gooien 	De klimmers dragen 	NEUTRAL	constituent	TEST
De dochters trekken of de mimespelers borstelen 	De mimespelers borstelen 	NEUTRAL	constituent	TEST
De klimmers worstelen of de jongvolwassenen duelleren 	De jongvolwassenen duelleren 	NEUTRAL	constituent	TEST
De jongens knuffelen of de mannen voeren 	De jongens knuffelen 	NEUTRAL	constituent	TRAIL
De soldaten worstelen of de vrouwen verpletteren 	De vrouwen verpletteren 	NEUTRAL	constituent	TEST
De mannen telefoneren of de jongens snuffelen 	De jongens snuffelen 	NEUTRAL	constituent	TEST
De fotografen schoppen of de motorrijders snuffelen 	De motorrijders snuffelen 	NEUTRAL	constituent	TEST
De soldaten trekken of de vrouwen voeren 	De soldaten trekken 	NEUTRAL	constituent	TEST
De motorrijders vangen of de hardlopers studeren 	De hardlopers studeren 	NEUTRAL	constituent	TEST
De studenten redden of de dochters trouwen 	De studenten redden 	NEUTRAL	constituent	TRAIN
De leerlingen zagen of de hardlopers schoppen 	De leerlingen zagen 	NEUTRAL	constituent	TEST
De studenten breken of de mannen trouwen 	De studenten breken 	NEUTRAL	constituent	TEST
De klimmers studeren of de leerlingen worstelen 	De leerlingen worstelen 	NEUTRAL	constituent	TEST
De soldaten borstelen of de mannen verlaten 	De soldaten borstelen 	NEUTRAL	constituent	TEST
De mimespelers breken of de jongens borstelen 	De jongens borstelen 	NEUTRAL	constituent	TRAIL
De boa's worstelen of de leerlingen tekenen 	De leerlingen tekenen 	NEUTRAL	constituent	TEST
De jongvolwassenen snuffelen of de spelers voeren 	De jongvolwassenen snuffelen 	NEUTRAL	constituent	TEST
De mannen telefoneren of de dochters breken 	De dochters breken 	NEUTRAL	constituent	TEST
De vrouwen duelleren of de soldaten trekken 	De vrouwen duelleren 	NEUTRAL	constituent	TEST
De hardlopers dragen of de fietsers leren 	De fietsers leren 	NEUTRAL	constituent	TEST
De fietsers verpletteren of de jongens snuffelen 	De fietsers verpletteren 	NEUTRAL	constituent	TEST
De soldaten trouwen of de boa's zagen 	De boa's zagen 	NEUTRAL	constituent	TEST
De klimmers borstelen of de dochters verpletteren 	De klimmers borstelen 	NEUTRAL	constituent	TRAIN
De fietsers worstelen of de mannen tekenen 	De mannen tekenen 	NEUTRAL	constituent	TRAIL
De fietsers knuffelen of de vrouwen borstelen 	De vrouwen borstelen 	NEUTRAL	constituent	TEST
De klimmers voeren of de motorrijders leren 	De motorrijders leren 	NEUTRAL	constituent	TRAIL
De fotografen zagen of de jongvolwassenen gooien 	De jongvolwassenen gooien 	NEUTRAL	constituent	TEST
De mimespelers trekken of de spelers snuffelen 	De spelers snuffelen 	NEUTRAL	constituent	TEST
De mimespelers schoppen of de soldaten redden 	De mimespelers schoppen 	NEUTRAL	constituent	TEST
De studenten knuffelen of de fotografen studeren 	De studenten knuffelen 	NEUTRAL	constituent	TRAIN
De mimespelers schoppen of de jongens trouwen 	De mimespelers schoppen 	NEUTRAL	constituent	TRAIL
De jongens telefoneren of de motorrijders trouwen 	De jongens telefoneren 	NEUTRAL	constituent	TEST
De motorrijders verpletteren of de klimmers voeren 	De motorrijders verpletteren 	NEUTRAL	constituent	TEST
De jongvolwassenen leren of de soldaten ontwijken 	De soldaten ontwijken 	NEUTRAL	constituent	TEST
De fietsers redden of de soldaten snuffelen 	De fietsers redden 	NEUTRAL	constituent	TEST
De dochters trekken of de studenten worstelen 	De studenten worstelen 	NEUTRAL	constituent	TEST
De dochters schoppen of de studenten zagen 	De dochters schoppen 	NEUTRAL	constituent	TEST
De klimmers worstelen of de mannen breken 	De mannen breken 	NEUTRAL	constituent	TEST
De fietsers gooien of de boa's dragen 	De boa's dragen 	NEUTRAL	constituent	TEST
De klimmers worstelen of de spelers borstelen 	De spelers borstelen 	NEUTRAL	constituent	TRAIN
De hardlopers ontwijken of de boa's gooien 	De boa's gooien 	NEUTRAL	constituent	TEST
De motorrijders snuffelen of de fotografen redden 	De fotografen redden 	NEUTRAL	constituent	TEST
De studenten worstelen of de dochters breken 	De studenten worstelen 	NEUTRAL	constituent	TEST
De mannen leren of de mimespelers dragen 	De mimespelers dragen 	NEUTRAL	constituent	TEST
De jongens knuffelen of de fietsers snuffelen 	De jongens knuffelen 	NEUTRAL	constituent	TEST
De spelers trouwen of de vrouwen dragen 	De vrouwen dragen 	NEUTRAL	constituent	TEST
De studenten duelleren of de klimmers voeren 	De studenten duelleren 	NEUTRAL	constituent	TEST
De hardlopers trekken of de soldaten knuffelen 	De soldaten knuffelen 	NEUTRAL	constituent	TEST
De dochters dragen of de leerlingen voeren 	De leerlingen voeren 	NEUTRAL	constituent	TEST
De klimmers zagen of de motorrijders verpletteren 	De motorrijders verpletteren 	NEUTRAL	constituent	TEST
De studenten breken of de dochters verlaten 	De dochters verlaten 	NEUTRAL	constituent	TEST
De klimmers schoppen of de studenten borstelen 	De studenten borstelen 	NEUTRAL	constituent	TEST
De hardlopers verlaten of de studenten trouwen 	De hardlopers verlaten 	NEUTRAL	constituent	TEST
